Informe de grupo de anuncios
26 de marzo de 2026 - 24 de agosto de 2026
Estado del grupo de anuncios,Grupo de anuncios,Campaña,Estado,Motivos del estado,Código de moneda,CPM máx.,CPA objetivo,Tipo de grupo de anuncios,Impr.,Interacciones,Tasa de interacción,Código de moneda,Coste medio,Coste,Inclusiones de marcas,Ubicaciones de interés,Cuota de impr. de búsqueda,CTR visible,CPM medio visible,Impr. visibles,Clics,Tasa de conv.,Conversiones,CPC medio,Coste/conv.
Habilitado,Grupo de anuncios 1,Jun-2025,Apto,desconocido,COP, --,"7000,00",Estándar,12.439,638,"5,13%",COP,"1113,76","710576,97",[],[],< 10%, --,0,0,638,"13,48%","86,00","1113,76","8262,52"
