Informe de campaña
26 de marzo de 2026 - 24 de agosto de 2026
Estado de la campaña,Campaña,Presupuesto,Nombre de presupuesto,Tipo de presupuesto,Código de moneda,Estado,Motivos del estado,Nivel de optimización,Tipo de campaña,Impr.,Interacciones,Tasa de interacción,Coste medio,Coste,% impr. perdidas de búsq. (presup.),Cuota de impr. de búsqueda,Cuota impr. perd. de búsq. (ranking),Tipo de estrategia de puja,CTR visible,CPM medio visible,Impr. visibles,Clics,Tasa de conv.,Conversiones,CPC medio,Coste/conv.
Habilitada,Jun-2025,"7000,00", --,Diario,COP,Apto (limitado),elemento limitado por el presupuesto,"69,16",Buscar,12.439,638,"5,13%","1113,76","710576,97","15,93%",< 10%,"77,05%",CPA objetivo, --,0,0,638,"13,48%","86,00","1113,76","8262,52"
